decisionId,classe,tipoJulgamento,assuntos,competencia,relatorOriginario,dataAutuacao,dataJulgamento,numeroProcesso,inteiroTeorPath
860,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Incidência sobre Aposentadoria, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,VIVIANY DE PAULA ARRUDA,11/10/2024,21/02/2025,5033778-70.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\860.pdf
861,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,11/10/2024,17/12/2024,5081156-13.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\861.pdf
862,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ALESSANDRA BELFORT BUENO,11/10/2024,12/02/2025,5007043-82.2024.4.02.5006,outputs\runs\run-20260613T194355128632Z\data\decisions\862.pdf
863,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO, Repetição de Indébito, Crédito Tributário, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CAROLINE MEDEIROS E SILVA,11/10/2024,22/01/2025,5081139-74.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\863.pdf
864,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Consulta, Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ADRIANA MENEZES DE REZENDE,11/10/2024,04/12/2024,5081131-97.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\864.pdf
865,MANDADO DE SEGURANÇA TR CÍVEL,Julgamento Principal,"Aposentadoria por Tempo de Contribuição (Art. 55/6), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",JEF Recurso Previdenciário,MARCELO ENES FIGUEIRA,10/10/2024,19/11/2024,5081120-68.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\865.pdf
866,RECURSO CÍVEL,Julgamento Principal,"Incidência sobre Licença-Prêmio/Abono/Indenização, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CARLOS ALEXANDRE BENJAMIN,10/10/2024,19/03/2025,5081095-55.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\866.pdf
867,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Tributária,FABRICIO FERNANDES DE CASTRO,10/10/2024,28/01/2025,5081066-05.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\867.pdf
868,RECURSO CÍVEL,Julgamento Principal,"Incidência sobre Licença-Prêmio/Abono/Indenização, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ADRIANA MENEZES DE REZENDE,10/10/2024,18/12/2024,5081019-31.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\868.pdf
869,RECURSO CÍVEL,Julgamento Principal,"Incidência sobre Licença-Prêmio/Abono/Indenização, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CASSIO MURILO MONTEIRO GRANZINOLI,10/10/2024,28/01/2025,5081006-32.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\869.pdf
870,RECURSO CÍVEL,Julgamento Principal,"Práticas Abusivas, DIREITO DO CONSUMIDOR, Oferta e Publicidade, DIREITO DO CONSUMIDOR, Vendas casadas, DIREITO DO CONSUMIDOR, Dever de Informação, DIREITO DO CONSUMIDOR",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,10/10/2024,26/02/2025,5080987-26.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\870.pdf
871,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO, Repetição de Indébito, Crédito Tributário, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CASSIO MURILO MONTEIRO GRANZINOLI,10/10/2024,25/03/2025,5080966-50.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\871.pdf
872,RECURSO CÍVEL,Julgamento Principal,"Incidência sobre Licença-Prêmio/Abono/Indenização, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,10/10/2024,10/12/2024,5080951-81.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\872.pdf
873,RECURSO CÍVEL,Julgamento Principal,"Descontos Indevidos, Pedidos Genéricos Relativos aos Benefícios em Espécie, DIREITO PREVIDENCIÁRIO, Indenização por dano moral, Responsabilidade civil, DIREITO CIVIL",JEF Recurso Previdenciário,STELLY GOMES LEAL DA CRUZ PACHECO,10/10/2024,20/02/2025,5001410-66.2024.4.02.5111,outputs\runs\run-20260613T194355128632Z\data\decisions\873.pdf
874,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Fornecimento de insumos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CYNTIA LEITE MARQUES,10/10/2024,12/11/2024,5080923-16.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\874.pdf
875,CONFLITO DE COMPETÊNCIA,Julgamento Principal,"RMI pelo art. 1º da Lei 6.423/77 - índices de atualização dos 24 1ºs salários-de-contribuição, anteriores aos 12 últimos, RMI - Renda Mensal Inicial, RMI - Renda Mensal Inicial, Reajustes e Revisões Específicas, DIREITO PREVIDENCIÁRIO, Competência, Jurisdição e Competência, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Previdenciário,FLAVIA HEINE PEIXOTO,10/10/2024,07/11/2024,5080903-25.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\875.pdf
876,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Práticas Abusivas, DIREITO DO CONSUMIDOR, Indenização por Dano Moral, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR",JEF Recurso Cível,MICHELLE BRANDÃO DE SOUSA PINTO,10/10/2024,11/12/2024,5080879-94.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\876.pdf
877,RECURSO CÍVEL,Julgamento Principal,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CAROLINE MEDEIROS E SILVA,10/10/2024,12/03/2025,5080877-27.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\877.pdf
878,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"FIES, Programas de Bolsas e Financiamento Estudantil com Recursos Públicos, PERMANÊNCIA, DIREITO À EDUCAÇÃO",JEF Recurso Cível,VIVIANY DE PAULA ARRUDA,10/10/2024,21/02/2025,5033685-10.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\878.pdf
879,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,10/10/2024,25/10/2024,5079142-27.2022.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\879.pdf
880,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Contribuições Previdenciárias, Contribuições, DIREITO TRIBUTÁRIO, Servidores Ativos, Contribuições Previdenciárias, Contribuições, DIREITO TRIBUTÁRIO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,10/10/2024,10/02/2025,5004256-93.2023.4.02.5110,outputs\runs\run-20260613T194355128632Z\data\decisions\880.pdf
881,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Contribuições Previdenciárias, Contribuições, DIREITO TRIBUTÁRIO, Servidores Ativos, Contribuições Previdenciárias, Contribuições, DIREITO TRIBUTÁRIO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,10/10/2024,05/12/2024,5004256-93.2023.4.02.5110,outputs\runs\run-20260613T194355128632Z\data\decisions\881.pdf
882,RECURSO CÍVEL,Julgamento Principal,"CND/Certidão Negativa de Débito, Crédito Tributário, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,10/10/2024,18/02/2025,5080838-30.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\882.pdf
883,CONFLITO DE COMPETÊNCIA,Julgamento Principal,"Aposentadoria por Idade (Art. 48/51), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO, Competência, Jurisdição e Competência, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Previdenciário,FLAVIA HEINE PEIXOTO,10/10/2024,07/11/2024,5080830-53.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\883.pdf
884,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,VIVIANY DE PAULA ARRUDA,10/10/2024,21/02/2025,5033661-79.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\884.pdf
885,RECURSO CÍVEL,Julgamento Principal,"Aposentadoria por Tempo de Contribuição (Art. 55/6), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",JEF Recurso Previdenciário,FLAVIA HEINE PEIXOTO,10/10/2024,20/02/2025,5003795-20.2024.4.02.5003,outputs\runs\run-20260613T194355128632Z\data\decisions\885.pdf
886,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ALESSANDRA BELFORT BUENO,10/10/2024,12/03/2025,5080720-54.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\886.pdf
887,RECURSO CÍVEL,Embargos de Declaração,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CYNTIA LEITE MARQUES,10/10/2024,18/03/2025,5080708-40.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\887.pdf
888,RECURSO CÍVEL,Julgamento Principal,"Gratificação Natalina/13º salário, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Indenização / Terço Constitucional, Férias, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,10/10/2024,19/03/2025,5080696-26.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\888.pdf
889,MANDADO DE SEGURANÇA TR CÍVEL,Julgamento Principal,"Óbito de Cônjuge, Urbana (Pensão por Morte (Art. 74/9)), Pensão por Morte (Art. 74/9), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",JEF Recurso Previdenciário,MICHELE MENEZES DA CUNHA,09/10/2024,12/12/2024,5080680-72.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\889.pdf
890,MANDADO DE SEGURANÇA TR CÍVEL,Julgamento Principal,"Auxílio-Doença Previdenciário, Benefícios em Espécie, DIREITO PREVIDENCIÁRIO, Restabelecimento, Pedidos Genéricos Relativos aos Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",JEF Recurso Previdenciário,KELLY CRISTINA OLIVEIRA COSTA,09/10/2024,25/03/2025,5033619-30.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\890.pdf
891,RECURSO CÍVEL,Julgamento Principal,"Incidência sobre Aposentadoria, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ADRIANA MENEZES DE REZENDE,09/10/2024,12/02/2025,5080616-62.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\891.pdf
892,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Incidência sobre Aposentadoria, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,FABRICIO FERNANDES DE CASTRO,09/10/2024,26/11/2024,5080589-79.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\892.pdf
893,Cumprimento de Sentença contra Fazenda Pública (JEF),Julgamento Principal,"Sistema Remuneratório e Benefícios, Militar, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,09/10/2024,18/02/2025,5080549-97.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\893.pdf
894,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,Julgamento Principal,"Atualização de Conta, PIS/PASEP, Organização Político-administrativa / Administração Pública, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Cível,KARLA NANCI GRANDO,09/10/2024,04/12/2024,5080542-08.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\894.pdf
895,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ADRIANA MENEZES DE REZENDE,09/10/2024,12/02/2025,5080520-47.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\895.pdf
896,MANDADO DE SEGURANÇA TR CÍVEL,Julgamento Principal,"Menor sob Guarda, Rural (Pensão por Morte (Art. 74/9)), Pensão por Morte (Art. 74/9), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",JEF Recurso Previdenciário,CLEYDE MUNIZ DA SILVA CARVALHO,09/10/2024,10/12/2024,5080518-77.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\896.pdf
897,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,09/10/2024,25/10/2024,5002251-44.2022.4.02.5107,outputs\runs\run-20260613T194355128632Z\data\decisions\897.pdf
898,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Residência Médica, QUALIDADE, DIREITO À EDUCAÇÃO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,09/10/2024,19/12/2024,5093567-25.2023.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\898.pdf
899,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Residência Médica, QUALIDADE, DIREITO À EDUCAÇÃO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,09/10/2024,14/11/2024,5093567-25.2023.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\899.pdf
900,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Gratificação de incentivo, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,09/10/2024,14/10/2024,5077715-92.2022.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\900.pdf
901,RECURSO CÍVEL,Julgamento Principal,"Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CAROLINE MEDEIROS E SILVA,09/10/2024,12/02/2025,5080422-62.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\901.pdf
902,RECURSO CÍVEL,Julgamento Principal,"Aposentadoria por Tempo de Contribuição (Art. 55/6), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",JEF Recurso Previdenciário,ALEXANDRE DA SILVA ARRUDA,09/10/2024,27/02/2025,5080403-56.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\902.pdf
903,RECURSO CÍVEL,Julgamento Principal,"Liberação de Conta, PIS/PASEP, Organização Político-administrativa / Administração Pública, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,09/10/2024,11/02/2025,5080400-04.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\903.pdf
904,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,09/10/2024,12/11/2024,5080397-49.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\904.pdf
905,RECURSO CÍVEL,Julgamento Principal,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,KARLA NANCI GRANDO,09/10/2024,18/12/2024,5080302-19.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\905.pdf
906,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Fornecimento de medicamentos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ADRIANA MENEZES DE REZENDE,09/10/2024,06/11/2024,5080298-79.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\906.pdf
907,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,Julgamento Principal,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Cível,FABRICIO FERNANDES DE CASTRO,09/10/2024,28/01/2025,5006282-97.2024.4.02.5120,outputs\runs\run-20260613T194355128632Z\data\decisions\907.pdf
908,RECURSO CÍVEL,Julgamento Principal,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,MICHELLE BRANDÃO DE SOUSA PINTO,09/10/2024,22/01/2025,5080290-05.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\908.pdf
909,RECURSO CÍVEL,Julgamento Principal,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CYNTIA LEITE MARQUES,09/10/2024,25/02/2025,5080284-95.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\909.pdf
910,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,Julgamento Principal,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Cível,FABRICIO FERNANDES DE CASTRO,09/10/2024,28/01/2025,5080276-21.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\910.pdf
911,RECURSO CÍVEL,Julgamento Principal,"Incidência sobre Licença-Prêmio/Abono/Indenização, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CAROLINE MEDEIROS E SILVA,08/10/2024,22/01/2025,5080246-83.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\911.pdf
912,RECURSO CÍVEL,Julgamento Principal,"Retido na fonte, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CARLOS ALEXANDRE BENJAMIN,08/10/2024,29/01/2025,5080239-91.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\912.pdf
913,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,Julgamento Principal,"Retido na fonte, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Tributária,KELLY CRISTINA OLIVEIRA COSTA,08/10/2024,25/03/2025,5006956-29.2024.4.02.5006,outputs\runs\run-20260613T194355128632Z\data\decisions\913.pdf
914,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Consulta, Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ADRIANA MENEZES DE REZENDE,08/10/2024,04/12/2024,5080230-32.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\914.pdf
915,RECURSO CÍVEL,Julgamento Principal,"Incidência sobre Licença-Prêmio/Abono/Indenização, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,08/10/2024,12/11/2024,5080129-92.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\915.pdf
916,RECURSO CÍVEL,Julgamento Principal,"Expedição de Certidão Positiva de Débito com Efeito de Negativa, CND/Certidão Negativa de Débito, Crédito Tributário, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CYNTIA LEITE MARQUES,08/10/2024,11/03/2025,5080044-09.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\916.pdf
917,CONFLITO DE COMPETÊNCIA,Julgamento Principal,"Progressão Funcional com Interstício de Doze Meses, Promoção / Ascensão, Regime Estatutário, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Competência, Jurisdição e Competência, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Cível,ADRIANA MENEZES DE REZENDE,08/10/2024,30/10/2024,5080038-02.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\917.pdf
918,RECURSO CÍVEL,Embargos de Declaração,"Expedição de Certidão Positiva de Débito com Efeito de Negativa, CND/Certidão Negativa de Débito, Crédito Tributário, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CAROLINE MEDEIROS E SILVA,08/10/2024,29/01/2025,5080025-03.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\918.pdf
919,RECURSO CÍVEL,Julgamento Principal,"Expedição de Certidão Positiva de Débito com Efeito de Negativa, CND/Certidão Negativa de Débito, Crédito Tributário, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CAROLINE MEDEIROS E SILVA,08/10/2024,22/01/2025,5080025-03.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\919.pdf
920,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,MARCELO DA ROCHA ROSADO,08/10/2024,16/12/2024,5033394-10.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\920.pdf
921,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,08/10/2024,13/11/2024,5079997-35.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\921.pdf
922,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,MARCELO DA ROCHA ROSADO,08/10/2024,16/12/2024,5033386-33.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\922.pdf
923,RECURSO CÍVEL,Julgamento Principal,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,KARLA NANCI GRANDO,08/10/2024,19/02/2025,5079923-78.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\923.pdf
924,RECURSO CÍVEL,Embargos de Declaração,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,KARLA NANCI GRANDO,08/10/2024,12/03/2025,5079923-78.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\924.pdf
925,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,FABRICIO FERNANDES DE CASTRO,08/10/2024,26/11/2024,5079866-60.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\925.pdf
926,RECURSO CÍVEL,Julgamento Principal,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,08/10/2024,17/12/2024,5079852-76.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\926.pdf
927,Cumprimento de Sentença (JEF),Julgamento Principal,"Gratificação de Desempenho de Atividade do Seguro Social - GDASS, Gratificações Por Atividades Específicas, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,08/10/2024,25/02/2025,5010632-85.2024.4.02.5102,outputs\runs\run-20260613T194355128632Z\data\decisions\927.pdf
928,RECURSO CÍVEL,Julgamento Principal,"Gratificação de Desempenho de Atividade do Seguro Social - GDASS, Gratificações Por Atividades Específicas, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,ADRIANA MENEZES DE REZENDE,08/10/2024,12/02/2025,5002424-06.2024.4.02.5105,outputs\runs\run-20260613T194355128632Z\data\decisions\928.pdf
929,Cumprimento de Sentença contra Fazenda Pública (JEF),Julgamento Principal,"Gratificação de Desempenho de Atividade do Seguro Social - GDASS, Gratificações Por Atividades Específicas, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Cível,CAROLINE MEDEIROS E SILVA,08/10/2024,18/12/2024,5012117-96.2024.4.02.5110,outputs\runs\run-20260613T194355128632Z\data\decisions\929.pdf
