temaNumero,situacaoTema,ramoDireito,questaoSubmetidaJulgamento,teseFirmada,numeroProcesso,dataDecisaoAfetacao,relator,dataJulgamento,dataPublicacaoAcordao,transitoJulgado,pdfPath
210,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se, para o reconhecimento de tempo especial pela exposição nociva ao agente físico eletricidade, há necessidade de comprovar a habitualidade e a permanência.","Para aplicação do artigo 57, §3.º, da Lei n.º 8.213/91 à tensão elétrica superior a 250 V, exige-se a probabilidade da exposição ocupacional, avaliando-se, de acordo com a profissiografia, o seu caráter indissociável da produção do bem ou da prestação do serviço, independente de tempo mínimo de exposição durante a jornada.",PEDILEF 0501567-42.2017.4.05.8405/RN,23/05/2019,Juiz Federal Bianor Arruda Bezerra Neto,12/12/2019,17/12/2019 18/03/2020,26/05/2020,outputs\runs\run-20260614T135519671765Z\data\themes\tema-210.pdf
211,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se, para o reconhecimento de tempo especial pela exposição nociva aos agentes biológicos mencionados na legislação previdenciária, há necessidade de comprovar a habitualidade e a permanência.","Para aplicação do artigo 57, §3.º, da Lei n.º 8.213/91 a agentes biológicos, exige-se a probabilidade da exposição ocupacional, avaliando-se, de acordo com a profissiografia, o seu caráter indissociável da produção do bem ou da prestação do serviço, independente de tempo mínimo de exposição durante a jornada.",PEDILEF 0501219-30.2017.4.05.8500/SE,23/05/2019,Juiz Federal Bianor Arruda Bezerra Neto,12/12/2019,17/12/2019,12/02/2020,outputs\runs\run-20260614T135519671765Z\data\themes\tema-211.pdf
212,Julgado,DIREITO ADMINISTRATIVO,"Saber se o militar promovido no período de até um ano após fazer jus ao auxílio-fardamento, tem direito somente à diferença entre o valor do auxílio referente ao novo posto ou graduação e o efetivamente recebido, nos termos do art. 61, do Decreto nº 4.307/2002.","O militar promovido tem direito ao recebimento integral do auxílio-fardamento no valor de um soldo do novo posto ou graduação, mesmo que tenha recebido a mesma vantagem anteriormente dentro do prazo de um ano, sendo ilegal a limitação imposta pelo art. 61 do Decreto n. 4.307/2002.",PEDILEF 0507165-55.2018.4.05.8400/RN,23/05/2019,Juiz Federal Paulo Cezar Neves Júnior,25/2/2021,26/2/2021 29/04/2021,06/06/2023 (RE 1428675/DF),outputs\runs\run-20260614T135519671765Z\data\themes\tema-212.pdf
213,Julgado,DIREITO PREVIDENCIÁRIO,Saber quais são os critérios de aferição da eficácia do Equipamento de Proteção Individual na análise do direito à aposentadoria especial ou à conversão de tempo especial em comum.,"I - A informação no Perfil Profissiográfico Previdenciário (PPP) sobre a existência de equipamento de proteção individual (EPI) eficaz pode ser fundamentadamente desafiada pelo segurado perante a Justiça Federal, desde que exista impugnação específica do formulário na causa de pedir, onde tenham sido motivadamente alegados: (i.) a ausência de adequação ao risco da atividade; (ii.) a inexistência ou irregularidade do certificado de conformidade; (iii.) o descumprimento das normas de manutenção, substituição e higienização; (iv.) a ausência ou insuficiência de orientação e treinamento sobre o uso o uso adequado, guarda e conservação; ou (v.) qualquer outro motivo capaz de conduzir à conclusão da ineficácia do EPI. II - Considerando que o Equipamento de Proteção Individual (EPI) apenas obsta a concessão do reconhecimento do trabalho em condições especiais quando for realmente capaz de neutralizar o agente nocivo, havendo divergência real ou dúvida razoável sobre a sua real eficácia, provocadas por impugnação fundamentada e consistente do segurado, o período trabalhado deverá ser reconhecido como especial.",PEDILEF 0004439-44.2010.4.03.6318/SP,27/06/2019,Juiz Federal Fabio de Souza Silva,19/06/2020  25/2/2021 (ED),25/06/2020 3/3/2021 (ED),09/04/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-213.pdf
214,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se a atividade de Carvoeiro é considerada atividade rural para fins de aplicação do art. 48, §1º e do art. 39, I da Lei 8.213/91.","I) O processo de industrialização rudimentar por meio do carvoejamento não descaracteriza a condição de segurado especial, como extrativista ou silvicultor, desde que exercido de modo sustentável, nos termos da legislação ambiental; II) O carvoeiro que não se enquadre como extrativista ou silvicultor, limitando-se a adquirir a madeira de terceiros e proceder à sua industrialização, não pode ser considerado segurado especial.",PEDILEF 0002632-38.2014.4.01.3817/MG,27/06/2019,Juiz Federal Fabio de Souza Silva,18/09/2019,24/09/2019,05/11/2019,outputs\runs\run-20260614T135519671765Z\data\themes\tema-214.pdf
215,Julgado,DIREITO ADMINISTRATIVO,Saber se a fluência do prazo prescricional de 90 dias previsto no artigo 17 do Decreto-Lei 204/67 fulmina também a possibilidade de cobrança judicial de prêmio de loteria no prazo prescricional geral de 5 anos estabelecido no Código Civil para a cobrança de dívidas líquidas constantes de instrumento público ou particular.,"A omissão do pretenso titular em reclamar prêmio de loteria no prazo nonagesimal previsto no art. 17 do Decreto-Lei 204/67 fulmina o próprio direito material ao prêmio, esvaziando a possibilidade de cobrança judicial no prazo prescricional de 5 anos estabelecido no Código Civil.",PEDILEF 0014592-08.2015.4.01.3800/MG,27/06/2019,Juiz Federal José Francisco Andreotti Spizzirri,18/09/2019,23/09/2019,05/11/2019,outputs\runs\run-20260614T135519671765Z\data\themes\tema-215.pdf
216,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se para o cômputo do tempo de estudante como aluno-aprendiz de escola pública profissional, objetivando fins previdenciários, exige-se além da remuneração, mesmo que indireta, a comprovação da presença de algum outro requisito em relação à execução do ofício para o qual recebia a instrução.","Para fins previdenciários, o cômputo do tempo de serviço prestado como aluno-aprendiz exige a comprovação de que, durante o período de aprendizado, houve simultaneamente: (i) retribuição consubstanciada em prestação pecuniária ou em auxílios materiais; (ii) à conta do Orçamento; (iii) a título de contraprestação por labor; (iv) na execução de bens e serviços destinados a terceiros. (alterada a redação da Súmula 18/TNU).",PEDILEF 0525048-76.2017.4.05.8100/CE,22/08/2019,Juíza Federal Polyana Falcão Brito,14/02/2020,20/02/2020,06/05/2020,outputs\runs\run-20260614T135519671765Z\data\themes\tema-216.pdf
217,Julgado,DIREITO PREVIDENCIÁRIO,"Saber, em relação aos benefícios administrados pelo INSS, se é possível conhecer em juízo de pedido de benefício diverso do efetivamente requerido na via administrativa.","Em relação ao benefício assistencial e aos benefícios por incapacidade, é possível conhecer de um deles em juízo, ainda que não seja o especificamente requerido na via administrativa, desde que preenchidos os requisitos legais, observando-se o contraditório e o disposto no artigo 9º e 10 do CPC.",PEDILEF 0002358-97.2015.4.01.3507/GO,22/08/2019,Juiz Federal Erivaldo Ribeiro dos Santos,21/08/2020,27/08/2020 18/12/2020 (ED),23/08/2022 no STF (RE 1331557/DF),outputs\runs\run-20260614T135519671765Z\data\themes\tema-217.pdf
218,Julgado,DIREITO ADMINISTRATIVO,"Definir a natureza da responsabilidade do DNIT, se objetiva ou subjetiva, nos casos de acidentes de trânsito decorrentes da presença de animais na pista.","Cabe ao DNIT responder por acidentes decorrentes da presença de animais em rodovias federais, caso constatada a omissão na prevenção e fiscalização, sendo seu ônus a comprovação de que tenha cumprido com os deveres legais de cuidado.",PEDILEF 0500527-97.2018.4.05.8402/RN,22/08/2019,Juíza Federal Tais Vargas Ferracini de Campos Gurgel,06/11/2019,07/11/2019 26/06/2020,"21/12/2020 (no STJ, PUIL 1891)",outputs\runs\run-20260614T135519671765Z\data\themes\tema-218.pdf
219,Julgado,DIREITO PREVIDENCIÁRIO,Saber se é possível o cômputo do tempo de serviço rural àquele que tenha menos de 12 anos de idade.,É possível o cômputo do tempo de serviço rural exercido por pessoa com idade inferior a 12 (doze) anos na época da prestação do labor campesino.,PEDILEF 0007460-42.2011.4.03.6302/SP (desafetado) PEDILEF 5008955-78.2018.4.04.7202/SC (segundo processo vinculado ao tema - em julgamento),22/08/2019 - PEDILEF 0007460-42.2011.4.03.6302 21/08/2020 - PEDILEF 5008955-78.2018.4.04.7202,PEDILEF 0007460-42.2011.4.03.6302/SP - Juiz Federal Erivaldo Ribeiro dos Santos/ PEDILEF 5008955-78.2018.4.04.7202/SC - Juiz Federal Jairo da Silva Pinto,23/06/2022,23/06/2022,26/07/2022,outputs\runs\run-20260614T135519671765Z\data\themes\tema-219.pdf
220,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se o rol do inciso II do art. 26 c/c art. 151 da Lei nº 8.213/91 é taxativo ou se pode contemplar outras hipóteses de isenção de carência, como a gravidez de alto risco.","1. O rol do inciso II do art. 26 da lei 8.213/91 é exaustivo. 2. A lista de doenças mencionada no inciso II, atualmente regulamentada pelo art. 151 da Lei nº 8.213/91, não é taxativa, admitindo interpretação extensiva, desde que demonstrada a especificidade e gravidade que mereçam tratamento particularizado. 3. A gravidez de alto risco, com recomendação médica de afastamento do trabalho por mais de 15 dias consecutivos, autoriza a dispensa de carência para acesso aos benefícios por incapacidade.",PEDILEF 5004376-97.2017.4.04.7113/RS,22/08/2019,Juíza Federal Isadora Segalla Afanasieff - Para acórdão: Ministro Ricardo Villas Boas Cueva,28/04/2021,30/04/2021,PUIL 2266/DF (Trânsito em julgado no STJ em 25/08/2023);   e RE 1455046,outputs\runs\run-20260614T135519671765Z\data\themes\tema-220.pdf
221,Julgado,DIREITO ADMINISTRATIVO,"(I) É obrigatória a concessão de uma hora, no mínimo, de intervalo para refeição e descanso nas jornadas superiores a seis horas diárias dos servidores públicos federais, na linha do disposto no art. 5º do Decreto 1.590/95? (II) A não concessão do intervalo gera indenização ao servidor na forma simples ou como serviço extraordinário se não ultrapassadas as 200 horas de trabalho mensais?","É obrigatória a concessão de uma hora, no mínimo, de intervalo para refeição e descanso nas jornadas superiores a cada seis horas diárias dos servidores públicos federais, conforme disposto no art. 5º do Decreto 1.590/95, cumprindo-se o seu pagamento indenizatório na forma comum, quando não concedida, caso não ultrapassadas duzentas (200) horas no somatório mensal.",PEDILEF 5003087-62.2017.4.04.7200/SC,22/08/2019,Juiz Federal Atanair Nasser Ribeiro Lopes,20/11/2020,20/11/2020 25/3/2021,31/01/2022,outputs\runs\run-20260614T135519671765Z\data\themes\tema-221.pdf
222,Julgado,DIREITO ADMINISTRATIVO,"Saber se, sob o enfoque do artigo 33 da Medida Provisória nº 2.215-10/2001, é possível a conversão em pecúnia de licença especial não gozada pelo militar e nem computada em dobro para fins de transferência para a inatividade remunerada, mas que fora utilizada para majoração do percentual de adicional de permanência, mediante a exclusão da respectiva licença especial da base de cálculo dessa vantagem, bem como a devida compensação dos valores já recebidos a esse título.","É possível a conversão em pecúnia de licença especial não gozada pelo militar e nem computada em dobro para fins de transferência para a inatividade remunerada, mas que fora utilizada para majoração do percentual de adicional de permanência, mediante a exclusão da respectiva licença especial da base de cálculo dessa vantagem, bem como a devida compensação dos valores já recebidos a esse título.",PEDILEF 0174754-83.2016.4.02.5167/RJ,22/08/2019,Juiz Federal Atanair Nasser Ribeiro Lopes,16/10/2020,18/10/2020,23/11/2020,outputs\runs\run-20260614T135519671765Z\data\themes\tema-222.pdf
223,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se o dependente absolutamente incapaz, pertencente ou não ao mesmo grupo familiar de outro dependente previamente habilitado, faz jus ao benefício desde o óbito do segurado ou desde o requerimento de habilitação tardia.","O dependente absolutamente incapaz faz jus à pensão por morte desde o requerimento administrativo, na forma do art. 76 da Lei 8.213/91, havendo outro dependente previamente habilitado e percebendo benefício, do mesmo ou de outro grupo familiar, ainda que observados os prazos do art. 74 da Lei 8.213/91. Obs.: tese alterada no julgamento dos embargos de declaração (sessão ordinária de 25/2/2021).",PEDILEF 0500429-55.2017.4.05.8109/CE,22/08/2019,Juiz Federal Atanair Nasser Ribeiro Lopes - para acórdão: Juiz Federal Ivanir César Ireno Júnior,20/11/2020  25/2/2021 (ED),20/11/2020 26/2/2021 (ED),30/03/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-223.pdf
224,Revisado,DIREITO ADMINISTRATIVO,"Saber se o empregado celetista, irregularmente contratado por empresa pública sem concurso, tem, ou não, direito ao benefício do seguro-desemprego.","O empregado celetista, cujo contrato com a administração pública tenha sido declarado nulo, em razão da ausência de concurso público não tem direito ao benefício do seguro-desemprego.",PEDILEF 0034815-21.2011.4.01.3800/MG,22/08/2019,Juiz Federal Bianor Arruda Bezerra Neto,19/06/2020,24/06/2020 24/08/2020 21/06/2023 - revisão da tese pelo Tema 308/STF,25/07/2023,outputs\runs\run-20260614T135519671765Z\data\themes\tema-224.pdf
225,Julgado,DIREITO PREVIDENCIÁRIO,"É possível a concessão de pensão por morte quando instituidor, apesar de titular de benefício assistencial, tinha direito adquirido a benefício previdenciário?","É possível a concessão de pensão por morte quando o instituidor, apesar de titular de benefício assistencial, tinha direito adquirido a benefício previdenciário não concedido pela Administração.",PEDILEF 0029902-86.2012.4.01.3500/GO,18/09/2019,Juiz Federal Atanair Nasser Ribeiro Lopes,20/11/2020,20/11/2020 25/3/2021,03/02/2023,outputs\runs\run-20260614T135519671765Z\data\themes\tema-225.pdf
226,Julgado,DIREITO PREVIDENCIÁRIO,"A dependência econômica do cônjuge ou do companheiro relacionados no inciso I do art. 16 da Lei 8.213/91, em atenção à presunção disposta no §4º do mesmo dispositivo legal, é absoluta ou relativa?","A dependência econômica do cônjuge ou do companheiro relacionados no inciso I do art. 16 da Lei 8.213/91, em atenção à presunção disposta no §4º do mesmo dispositivo legal, é absoluta.",PEDILEF 0030611-06.2012.4.03.6301/SP,18/09/2019,Juiz Federal Atanair Nasser Ribeiro Lopes,25/3/2021,26/3/2021,03/05/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-226.pdf
227,Julgado - Prejudicado em face do PUIL 1974/STJ,DIREITO TRIBUTÁRIO,"Se incide o imposto de renda sobre a quantia paga pelo empregador ao empregado, por liberalidade, como incentivo à aposentadoria.","Os valores pagos, a título de ""prêmio aposentadoria"", como retribuição pelo tempo que o empregado permaneceu vinculado ao empregador, têm natureza remuneratória e, portanto, estão sujeitos à incidência do imposto de renda.",PEDILEF 5063352-39.2017.4.04.7100/RS,18/09/2019,Juiz Federal Ronaldo Castro Desterro e Silva,12/03/2020,13/03/2020 24/08/2020,11/11/2022,outputs\runs\run-20260614T135519671765Z\data\themes\tema-227.pdf
228,Julgado,DIREITO TRIBUTÁRIO,"Saber se os valores recebidos, acumuladamente, a título de diferença de aposentadoria complementar, devem ser tributados pelo regime de competência, mediante a aplicação das tabelas vigentes no mês de competência a que se referem ou, ao contrário, devem ser tributados exclusivamente na fonte, de forma separada das demais verbas tributáveis e alusivas ao ano-calendário em que os valores foram efetivamente recebidos.","Os valores recebidos, acumuladamente, a título de diferença de aposentadoria complementar, entre os anos-calendários de 2010 e 2015, devem ser tributados pelo regime de competência, mediante a aplicação das tabelas vigentes ao mês/ano a que se referem.",PEDILEF 5050793-50.2017.4.04.7100/RS,18/09/2019,Juiz Federal Bianor Arruda Bezerra Neto,12/12/2019,17/12/2019 18/03/2020,06/08/2021 (no RE 1283516/DF),outputs\runs\run-20260614T135519671765Z\data\themes\tema-228.pdf
229,Julgado,DIREITO ADMINISTRATIVO,"Determinar o alcance da Lei nº 13.464/17, especialmente quanto à possibilidade de percepção de adicional noturno em relação ao exercente do cargo de Analista Tributário da Receita Federal.","Na vigência da Medida Provisória nº 765, de 29/12/2016 - convertida na Lei n. 13.464/2017, o servidor público federal exercente do cargo de Analista Tributário da Receita Federal tem direito à percepção de adicional noturno, incidindo a regulamentação da Norma de Execução (NE) Cogep nº 2/18 apenas após a sua vigência, a partir de 16 de fevereiro de 2018.",PEDILEF 5003447-94.2017.4.04.7103/RS,18/09/2019,Juiz Federal Erivaldo Ribeiro dos Santos,18/09/2020,ED - 16/03/2020;  18/09/2020;  9/12/2020,4/2/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-229.pdf
230,Julgado,DIREITO TRIBUTÁRIO,"Estabelecer qual a base de cálculo do Imposto sobre Operações de Crédito, Câmbio e Seguro ou relativas a Títulos ou Valores Mobiliários (IOF) no caso de contratos de crédito prorrogados, renovados ou renegociados.","Não haverá incidência de IOF complementar sobre o saldo devedor não liquidado de operação de crédito objeto de prorrogação, renovação, novação, composição, consolidação, confissão de dívida e negócios assemelhados, sem substituição de devedor, caso na operação de origem tenha sido aplicado o limite máximo previsto no art. 7º, §1º do Decreto n. 6306/2007 (alíquota vigente aplicada ao valor do principal colocado a disposição do devedor, multiplicada por 365 dias, acrescida da alíquota adicional de 0,038%). Todavia, nos casos em que na operação de origem a alíquota aplicada tenha sido inferior à máxima prevista no Decreto n. 6.306/2007 haverá a incidência da exação, sobre o saldo não liquidado, sem que se cogite bis in idem. Por sua vez, a base de cálculo do IOF nos casos de contratos de crédito prorrogados, renovados ou renegociados é o saldo não liquidado. A entrega ou colocação de novos valores ao mutuário na mesma oportunidade constitui nova base de cálculo que permite a incidência de IOF nos termos do art. 7o § 9o do 6.306 de 14 de dezembro de 2007.",PEDILEF 0028697-44.2016.4.01.3900/PA,18/09/2019,Juíza Federal Tais Vargas Ferracini. Para acórdão: Juiz Federal Erivaldo Ribeiro dos Santos - sucessora: Juíza Federal Susana Sbrogio Galia,25/2/2021,26/2/2021 29/4/2021,01/06/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-230.pdf
231,Julgado,DIREITO ADMINISTRATIVO,Saber qual o critério de cálculo da GDAEM para fins de incorporação aos proventos de aposentadoria ou às pensões.,"Para fim de cálculo do valor da GDAEM, quando de sua incorporação aos proventos de aposentadoria, a expressão ""média dos valores recebidos"", constante do artigo 8º, II, ""a"", da Lei 11.156/05, deve ser compreendido como média da pontuação recebida pelo servidor, com reajustamento da verba sempre que revistos os valores dos pontos que lhe deram causa, na mesma proporção dos servidores da ativa.",PEDILEF 0004427-94.2014.4.01.4103/RO,18/09/2019,Juíza Federal Tais Vargas Ferracini de Campos Gurgel,18/09/2020,13/10/2020,18/11/2020,outputs\runs\run-20260614T135519671765Z\data\themes\tema-231.pdf
232,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se é devido o recebimento, acumuladamente, dos valores alusivos a auxílio-doença e seguro-desemprego, nos casos em que o segurado trabalhou por necessidade de manutenção do próprio sustento, mesmo estando incapacitado, nos termos em que indicado na DII fixada pela perícia judicial.","O auxílio-doença é inacumulável com o seguro-desemprego, mesmo na hipótese de reconhecimento retroativo da incapacidade em momento posterior ao gozo do benefício da lei 7.998/90, hipótese na qual as parcelas do seguro-desemprego devem ser abatidas do valor devido a título de auxílio-doença.",PEDILEF 0504751-73.2016.4.05.8200/PB,18/09/2019,Juiz Federal Bianor Arruda Bezerra Neto - para acórdão: Juiz Federal Fábio de Souza Silva,12/12/2019,18/12/2019 / EDCL - 24/09/2020,28/10/2020,outputs\runs\run-20260614T135519671765Z\data\themes\tema-232.pdf
233,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se, uma vez cassada a aposentadoria estatutária, pode o respectivo tempo de contribuição ser aproveitado para a obtenção de aposentadoria em outro regime, no caso o RGPS.","O servidor público aposentado no RPPS e que sofrer pena de cassação de sua aposentadoria pode utilizar o respectivo período contributivo para requerer aposentadoria no RGPS, devidamente comprovado por meio de Certidão de Tempo de Contribuição fornecida pelo órgão público competente.",PEDILEF 0053962-51.2016.4.02.5151/RJ,18/09/2019,Juiz Federal Erivaldo Ribeiro dos Santos,12/03/2020,16/03/2020 / EDCL - 18/09/2020,21/10/2020,outputs\runs\run-20260614T135519671765Z\data\themes\tema-233.pdf
234,Julgado,DIREITO TRIBUTÁRIO,"Saber ser a regra constante do art. 138 do CTN, que trata da ""denúncia espontânea"", aplica-se, ou não, aos casos de cumprimento extemporâneo de obrigação tributária acessória, os chamados deveres instrumentais do contribuinte.","A regra do art. 138 do CTN, que trata da ""denúncia espontânea"", não se aplica aos casos de cumprimento extemporâneo de obrigação tributária acessória, os chamados deveres instrumentais do contribuinte.",PEDILEF 5023703-92.2016.4.04.7200/SC,09/10/2019,Juiz Federal Bianor Arruda Bezerra Neto,19/06/2020,24/06/2020,14/12/2020,outputs\runs\run-20260614T135519671765Z\data\themes\tema-234.pdf
235,Julgado,DIREITO ADMINISTRATIVO,Se o pagamento da GACEN é devido ou não é devido aos servidores inativos da FUNASA.,"A Gratificação de Atividade de Combate e Controle de Endemia - GACEN tem caráter geral, uma vez que é paga de forma genérica, ou seja, independentemente de avaliação de produtividade, aos ocupantes dos cargos mencionados no art. 53 e no art. 54 da Lei n. 11.784/2008, que comprovem o exercício de atividade de combate e controle de endemias, em área urbana ou rural, inclusive em terras indígenas e de remanescentes quilombolas, áreas extrativistas e ribeirinhas.",PEDILEF 5006060-68.2018.4.04.7001/PR,09/10/2019,Juiz Federal Ronaldo Castro Desterro e Silva. Para acórdão: Juiz Federal Bianor Arruda Bezerra Neto - sucessor: Juiz Federal Gustavo Melo Barbosa,25/2/2021,3/3/2021 29/4/2021,PUIL STJ 2597/DF,outputs\runs\run-20260614T135519671765Z\data\themes\tema-235.pdf
236,Revisado - RE 1333622/MG,DIREITO PREVIDENCIÁRIO,"Se é cabível o pagamento de salário-maternidade em favor do genitor, no caso de falecimento de segurada que a ele faria jus, no caso de o óbito da mãe ser anterior à edição da Lei n. 12.873/2013, que incluiu o art. 71-B na Lei n. 8.213/91.","É cabível a concessão de salário-maternidade em favor do genitor segurado em caso de óbito da mãe ocorrido após o parto, pelo período remanescente do benefício, ainda quando o óbito tenha ocorrido antes da entrada em vigor da Lei n. 12.873/2013 (que incluiu o art. 72-B na Lei 8.213/91).",PEDILEF 0072880-17.2013.4.01.3800/MG,06/11/2019,Juíza Federal Polyana Falcão Brito,25/2/2021,26/2/2021,18/08/2022 (no RE 1333622/MG),outputs\runs\run-20260614T135519671765Z\data\themes\tema-236.pdf
237,Julgado,DIREITO PENAL,Definir a natureza do delito previsto no artigo 48 da Lei nº 9.605/98 e saber se tal dispositivo legal pode ser interpretado de modo a incluir a conduta daquele que mantém edificação construída em momento anterior à sua vigência.,"O crime previsto no art. 48 da Lei 9.605/98, precedido, sem solução de continuidade, da contravenção penal do art. 26, 'g', da Lei 4.771/65, inclusive para fins de aplicação da súmula 711 do STF, tem natureza permanente, alcançando a conduta daquele que mantém edificação em área de proteção ambiental, ainda que construída antes da sua vigência, desde que não se trate de construção realizada legalmente à época ou legalizada posteriormente.",PEDILEF 0000138-48.2013.4.05.8402/RN,06/11/2019,Juíza Federal Isadora Segalla Afanasieff - para acórdão: Juiz Federal Ivanir Cesar Ireno Júnior,25/3/2021,26/3/2021,30/04/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-237.pdf
238,Julgado,DIREITO PREVIDENCIÁRIO,"Decidir se, para o reconhecimento de tempo de serviço especial dos trabalhadores que exercem atividades de serviços gerais em limpeza e higienização de ambientes hospitalares por exposição aos agentes biológicos elencados sob o código 1.3.2 do quadro do anexo ao Decreto n. 53.831/64, exige-se a efetiva demonstração da exposição habitual àqueles agentes nocivos ou se, ao contrário, o enquadramento decorre de simples presunção de insalubridade por categoria profissional.","Para fins de reconhecimento do tempo especial de serviço dos trabalhadores de serviços gerais em limpeza e higienização de ambientes hospitalares é exigível a prova de exposição aos agentes biológicos previstos sob o código 1.3.2 do quadro anexo ao Decreto nº 53.831/64, que deve ser realizada por meio dos correspondentes laudos técnicos e/ou formulários previdenciários, não se admitindo o reconhecimento por simples enquadramento de categoria profissional. Vide Tema 100/TNU.",PEDILEF 0000861-27.2015.4.01.3805/MG,06/11/2019,Juíza Federal Polyana Falcão Brito,25/3/2021,26/3/2021 26/08/2021,13/10/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-238.pdf
239,Julgado,DIREITO PREVIDENCIÁRIO,Saber se a prorrogação da qualidade de segurado por desemprego involuntário se estende ao segurado contribuinte individual.,"A prorrogação da qualidade de segurado por desemprego involuntário, nos moldes do §2º do art. 15 da Lei 8.213/91, se estende ao segurado contribuinte individual se comprovada a cessação da atividade econômica por ele exercida por causa involuntária, além da ausência de atividade posterior.",PEDILEF 0504272-91.2018.4.05.8400/RN,06/11/2019,Juiz Federal Atanair Nasser Ribeiro Lopes,28/04/2021,30/04/2021,01/06/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-239.pdf
240,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se a anotação de vínculo empregatício realizada extemporaneamente em CTPS tem a serventia de início de prova material para fins previdenciários (art. 55, § 3º, da Lei 8.213/91) ou se depende de outros elementos materiais de prova a corroborá-la.","I) É extemporânea a anotação de vínculo empregatício em CTPS, realizada voluntariamente pelo empregador após o término do contrato de trabalho; (II) Essa anotação, desacompanhada de outros elementos materiais de prova a corroborá-la, não serve como início de prova material para fins previdenciários.",PEDILEF 0500540-27.2017.4.05.8307/PE,06/11/2019,Juiz Federal Ivanir César Ireno Júnior,25/3/2021,26/3/2021,28/04/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-240.pdf
241,Julgado,DIREITO PREVIDENCIÁRIO,"Saber, para os fins do art. 21, § 2º, II, da Lei 8.212/91, se renda própria decorrente de atividade informal e de baixa expressão econômica impossibilita a validação dos recolhimentos efetuados na condição de segurado facultativo.","O exercício de atividade remunerada, ainda que informal e de baixa expressão econômica, obsta o enquadramento como segurado facultativo de baixa renda, na forma do art. 21, §2º, II, alínea 'b', da Lei 8.212/91, impedindo a validação das contribuições recolhidas sob a alíquota de 5%.",PEDILEF 0179893-64.2016.4.02.5151/RJ,06/11/2019,Juiz Federal Ivanir César Ireno Júnior,21/10/2021,27/10/2021,01/12/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-241.pdf
242,Julgado,DIREITO ADMINISTRATIVO,"Saber se a demora excessiva na realização de perícia médica pelo INSS, em razão de movimento grevista de seus servidores, enseja a responsabilização civil do Estado por danos suportados pelo segurado ante a negativa do empregador em admiti-lo ao labor enquanto não liberado o retorno pela perícia médica administrativa.","A demora excessiva na realização de perícia médica pelo INSS, em razão de movimento grevista de seus servidores, não enseja a responsabilização civil do Estado por danos suportados pelo segurado ante a negativa do empregador em admiti-lo ao labor enquanto não liberado o retorno pela perícia médica administrativa.",PEDILEF 0001436-92.2016.4.01.3807/MG,06/11/2019,Juiz Federal Ivanir César Ireno Júnior,23/09/2021,24/09/2021,27/10/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-242.pdf
243,Julgado,DIREITO ADMINISTRATIVO,Saber se a demora excessiva na fila de atendimento em instituição financeira enseja indenização por dano moral,"I) a espera em fila de banco por tempo superior ao previsto na legislação local não configura, por si só, dano moral in re ipsa; II) é cabível indenização por danos morais fundada na espera em fila de banco quando a demora for excessivamente longa ou quando estiver associada a outros constrangimentos capazes de abalar a honra do autor ou causar-lhe situação de dor, sofrimento ou humilhação.",PEDILEF 001423889-2015.4.01.3700/MA,06/11/2019,Juiz Federal Ivanir César Ireno Júnior - para acórdão: Juíza Federal Polyana Falcão Brito,21/10/2021,21/10/2021,PUIL/STJ nº 2712/MA,outputs\runs\run-20260614T135519671765Z\data\themes\tema-243.pdf
